Source,Destination,Address,City,State,Lat long of A,Lat long of B,Source Lat,Source Long,Dest Lat,Dest Long,Distance (km)
Zolo Faridabad Warehouse,Zolo Rose,"House,Block M,Plot No. 43,M Block,TNP,Mamura,Sector 66,Uttar Pradesh ,Noida - 201301",Noida,Uttar Pradesh,"28.6026518, 77.37925349999999","28.4586177, 77.3070471",28.6026518,77.3792535,28.4586177,77.3070471,17.46
Zolo BLR_Singasandra WH,Zolo Halo,"#810,G-2,Ground Floor,4th Main Rd,Vyalikaval HBCS Layout,Nagavara,Karnataka ,Bangalore - 560045",Bangalore,Karnataka,"13.0401296, 77.6224143","12.8903965, 77.6273899",13.0401296,77.6224143,12.8903965,77.6273899,16.57
Zolo Chennai Warehouse_2,Zolo Wind Sphere,"No. 196b,9th Street,Raju Nagar,Thoraipakkam,Tamil Nadu ,Chennai - 600097",Chennai,Tamil Nadu,"12.9468472, 80.2351157","13.0675449, 80.1491821",12.9468472,80.2351157,13.0675449,80.1491821,16.29
Zolo Chennai Warehouse_2,Zolo Ark,"No.73/442, Bharathi Nagar 3rd Street, Semancherry, Chennai-600119",Chennai,Tamil Nadu,"12.8863045, 80.2297012","13.0675449, 80.1491821",12.8863045,80.2297012,13.0675449,80.1491821,21.87
Zolo Faridabad Warehouse,Zolo Queens,Khatauni No. 803 Khasra No. 129M Village Sadarpur Tehsil Dadri Distt. Gautam Budh Nagar Noida (UP),Noida,Uttar Pradesh,"28.5529967, 77.35254189999999","28.4586177, 77.3070471",28.5529967,77.3525419,28.4586177,77.3070471,11.37
Zolo Faridabad Warehouse,Zolo Xaviers,"Urbtech Xavier,Sector 168,- 201305,UP,Noida - 201305",Noida,Uttar Pradesh,"28.4933161, 77.40929179999999","28.4586177, 77.3070471",28.4933161,77.4092918,28.4586177,77.3070471,10.73
Zolo Chennai Warehouse_2,Zolo Royal Enclave,"No.9 ,PJP Royal Enclave ,Pillaiyar Koil street,Rajaji Nagar,Thiruvanmiyur,Chennai - 600041",Chennai,Tamil Nadu,"12.977878, 80.25699089999999","13.0675449, 80.1491821",12.977878,80.2569909,13.0675449,80.1491821,15.34
Zolo Coimbatore Warehouse,Zolo Icon,"63/7,Thudiyalur Road,Sankara College Bus Stop,Saravanampatti,Coimbatore - 641035",Coimbatore,Tamil Nadu,"11.0851427, 76.9847195","11.0727077, 77.0185451",11.0851427,76.9847195,11.0727077,77.0185451,3.94
Zolo Pune Warehouse_New,Zolo Pride,"Flat No 1301, 573, GD Ambedkar Road, Bhoiwada, Parel, Mumbai, Maharashtra, Mumbai- 400012",Mumbai,Maharashtra,"19.0044258, 72.84664959999999","18.6124747, 73.71542149999999",19.0044258,72.8466496,18.6124747,73.7154215,101.34
Zolo BLR_Singasandra WH,Zolo Maple,"#8,1St cross,Kaveri Layout,Tavarekere Main Road,Bangalore - 560029",Bangalore,Karnataka,"12.9320402, 77.6100653","12.8903965, 77.6273899",12.9320402,77.6100653,12.8903965,77.6273899,4.98
Zolo BLR_Singasandra WH,Zolo Heaven,"25,7th A Main Rd,Abbaappa Layout,Stage 2,BTM Layout,Karnataka,Bangalore - 560076",Bangalore,Karnataka,"12.9064012, 77.60536859999999","12.8903965, 77.6273899",12.9064012,77.6053686,12.8903965,77.6273899,2.97
Zolo Chennai Warehouse_2,Zolo Sonic,"1/4A,Rajiv Gandhi Road,OMR,Near Toll Gate,Egatoor,Tamil Nadu,Chennai - 600130",Chennai,Tamil Nadu,"12.8211695, 80.2305061","13.0675449, 80.1491821",12.8211695,80.2305061,13.0675449,80.1491821,28.65
Zolo Chennai Warehouse_2,Zolo Trinity,"Elite Apartments,132,3rd Cross St,NJK Avenue,Thoraipakkam,Tamil Nadu ,Chennai - 600097",Chennai,Tamil Nadu,"12.9348036, 80.2352028","13.0675449, 80.1491821",12.9348036,80.2352028,13.0675449,80.1491821,17.4
Zolo Chennai Warehouse_2,Zolo Superior,"Plot No.5,Door No.47/D2,Gandhi Mandapam Road,Kotturpuram,Chennai - 600085",Chennai,Tamil Nadu,"13.022294, 80.2424324","13.0675449, 80.1491821",13.022294,80.2424324,13.0675449,80.1491821,11.29
Zolo BLR_Singasandra WH,Zolo Petals,"Survey No. 6/1B,20/3 & 20,4,Outer Ring Rd,opposite HP Petrol Station,Ferns ,Doddanekkundi,Karnataka ,Bangalore - 560037",Bangalore,Karnataka,"12.9705982, 77.70070679999999","12.8903965, 77.6273899",12.9705982,77.7007068,12.8903965,77.6273899,11.92
Zolo Chennai Warehouse_2,Zolo Zentrum,"21/20, Nungambakkam, 1st Cross Street, Lake Area, Chennai, Chennai, Tamil Nadu, 600034",Chennai,Tamil Nadu,"13.0562748, 80.2395907","13.0675449, 80.1491821",13.0562748,80.2395907,13.0675449,80.1491821,9.88
Zolo BLR_Singasandra WH,Zolo Anise,"Bearing NO B-77 Khata No 309/33-77, Sliver Spring Layout Munnekola Varthur Hobli Mahadevpura, Bengaluru, 560037",Bangalore,Karnataka,"12.9517671, 77.7151616","12.8903965, 77.6273899",12.9517671,77.7151616,12.8903965,77.6273899,11.7
Zolo Faridabad Warehouse,Zolo Glow,"Khasra no. 31M (Thirty one M) Situated in Old Abadi Of Village Mamura Pargana and Tehsil Dadri, Distt. Gautam Budh Nagar (UP)-Noida",Noida,Uttar Pradesh,"28.555638, 77.554226","28.4586177, 77.3070471",28.555638,77.554226,28.4586177,77.3070471,26.48
Zolo Chennai Warehouse_2,Zolo Mondeo,"Hospital Rd,Indrapriyadharshini Nagar,Kailash Nagar,Medavakkam,Tamil Nadu,Chennai - 600100",Chennai,Tamil Nadu,"12.9017225, 80.2072396","13.0675449, 80.1491821",12.9017225,80.2072396,13.0675449,80.1491821,19.4
Zolo BLR_Singasandra WH,Zolo Eternal,"27th main,6th Cross Rd,VGS Layout,Ashwini Layout,Ejipura,Karnataka,Bangalore - 560047",Bangalore,Karnataka,"12.9408218, 77.63018919999999","12.8903965, 77.6273899",12.9408218,77.6301892,12.8903965,77.6273899,5.59
Zolo BLR_Singasandra WH,Zolo Barton,"M& N Pg ,8th cross street,Back Side,Anand Nagar,Aswath Nagar,kalamandhir,Karnataka,Bangalore - 560037",Bangalore,Karnataka,"12.9597839, 77.7015194","12.8903965, 77.6273899",12.9597839,77.7015194,12.8903965,77.6273899,11.12
Zolo Chennai Warehouse_2,Zolo Galleria,Romma Paradise Irulapalayam Road Kuthambakkam poonammalle 602107-Chennai,Chennai,Tamil Nadu,"13.0396084, 80.0375992","13.0675449, 80.1491821",13.0396084,80.0375992,13.0675449,80.1491821,12.49
Zolo Chennai Warehouse_2,Zolo Chelsea,"9/5,1st Main Rd,Indira Nagar,Adyar,Tamil Nadu ,Chennai - 600020",Chennai,Tamil Nadu,"12.9987511, 80.2554111","13.0675449, 80.1491821",12.9987511,80.2554111,13.0675449,80.1491821,13.81
Zolo Chennai Warehouse_2,Zolo Agate,"Plot No. 144 / 143,Classic retreat,Model school road,Sholinganallur,Chennai - 600119",Chennai,Tamil Nadu,"12.8947299, 80.2245319","13.0675449, 80.1491821",12.8947299,80.2245319,13.0675449,80.1491821,20.79
Zolo Pune Warehouse_New,Zolo Central,"Bearing No GC001 F Wing, Godrej Central, Sahakar Nagar Road Number 1, Chembur,Mumbai, Mumbai Suburban, Maharashtra, 400071",Mumbai,Maharashtra,"19.0642671, 72.8923539","18.6124747, 73.71542149999999",19.0642671,72.8923539,18.6124747,73.7154215,100.13
Zolo Faridabad Warehouse,Zolo Flair,"Residential Property Village Raghunathpur,Pargana,Tehsil Dadri, Gautam Budh Nagar Uttar Pradesh,Noida - 201301",Noida,Uttar Pradesh,"28.6119462, 77.3803626","28.4586177, 77.3070471",28.6119462,77.3803626,28.4586177,77.3070471,18.45
Zolo Chennai Warehouse_2,Zolo Mario,"Urapakkam, Chennai, Tamil Nadu 603210",Chennai,Tamil Nadu,"12.8673697, 80.0698575","13.0675449, 80.1491821",12.8673697,80.0698575,13.0675449,80.1491821,23.76
Zolo Pune Warehouse_New,Zolo Avalon,"Survey no-168, Malwadi Road, Keshav Chowk, Tupe nagar,Near Marvel Bounty Society, Hadapsar,Maharashtra,Pune - 411028",Pune,Maharashtra,"18.508575, 73.93793289999999","18.6124747, 73.71542149999999",18.508575,73.9379329,18.6124747,73.7154215,26.15
Zolo BLR_Singasandra WH,Zolo Spring,"No.110, presently bearing Bruhat Bangalore Mahanagara Palike Khata No.604/614/630/110,",Bangalore,Karnataka,"12.8787004, 77.561422","12.8903965, 77.6273899",12.8787004,77.561422,12.8903965,77.6273899,7.28
Zolo Hyderabad Warehouse,Zolo Talisman,"Plot Nos.595 and 596,Survey Nos.11/14 to 11/18,Ayyappa Society,Madhapur,TELANGANA,Hyderabad - 500085",Hyderabad,Telangana,"17.4436383, 78.391773","17.51029, 78.385559",17.4436383,78.391773,17.51029,78.385559,7.41
Zolo Chennai Warehouse_2,Zolo Urban Villa,"Urapakkam, Chennai, Tamil Nadu 603210",Chennai,Tamil Nadu,"12.8673697, 80.0698575","13.0675449, 80.1491821",12.8673697,80.0698575,13.0675449,80.1491821,23.76
Zolo Hyderabad Warehouse,Zolo Golf Edge,"plot no.81, Survey No. 203/P, 204, 205, 206 ,207, 208, 209 & 210/P, Manikonda Village, Rajendra nagar Mandal, Rangareddy District, Hyderabad Telangana, – 500032",Hyderabad,Telangana,"17.4062155, 78.3763486","17.51029, 78.385559",17.4062155,78.3763486,17.51029,78.385559,11.56
Zolo Chennai Warehouse_2,Zolo Titanium,"90-166,5th Main Road, S.Kolathur,LIC Nagar, Alaiamman Nagar,Madipakkam,Chennai - 600117",Chennai,Tamil Nadu,"12.9525118, 80.20271319999999","13.0675449, 80.1491821",12.9525118,80.2027132,13.0675449,80.1491821,13.99
Zolo Chennai Warehouse_2,Zolo Alta,"The Central Park Altura,Model School Road,Sholinganallur,Tamil Nadu,Chennai - 600119",Chennai,Tamil Nadu,"12.8944449, 80.22145660000001","13.0675449, 80.1491821",12.8944449,80.2214566,13.0675449,80.1491821,20.69
Zolo Faridabad Warehouse,Zolo Primus,"H 184,Sector 41,UP,Noida - 201303",Noida,Uttar Pradesh,"28.5639862, 77.3625903","28.4586177, 77.3070471",28.5639862,77.3625903,28.4586177,77.3070471,12.88
Zolo Chennai Warehouse_2,Zolo Dune,"Plot no.51,Periyar Kudiyuruppu,Kavanoor Village,Chennai - 603203",Chennai,Tamil Nadu,"13.0826802, 80.2707184","13.0675449, 80.1491821",13.0826802,80.2707184,13.0675449,80.1491821,13.29
Zolo Pune Warehouse_New,Zolo Volantis,"Sr no. 14/1,Thite Nagar,Kharadi,Maharashtra ,Pune - 411014",Pune,Maharashtra,"18.5456737, 73.9392295","18.6124747, 73.71542149999999",18.5456737,73.9392295,18.6124747,73.7154215,24.75
Zolo Faridabad Warehouse,Zolo Kaizen,"khasra no 13, Gautam budh nagar, Raipur khadar, sector 126 Khasra No.13., Near Bandh Road, Opposite: Addo living-Noida",Noida,Uttar Pradesh,"28.5413742, 77.3366576","28.4586177, 77.3070471",28.5413742,77.3366576,28.4586177,77.3070471,9.62
Zolo Faridabad Warehouse,Zolo Sunrise,"khasra no 13, Gautam budh nagar, Raipur khadar, sector 126 Khasra No.13., Near Bandh Road, Opposite: Addo living-Noida",Noida,Uttar Pradesh,"28.5413742, 77.3366576","28.4586177, 77.3070471",28.5413742,77.3366576,28.4586177,77.3070471,9.62
Zolo BLR_Singasandra WH,Zolo Hazel,"491,17th F Main Rd,6th Block,Koramangala,Karnataka ,Bangalore - 560047",Bangalore,Karnataka,"12.940414, 77.6244755","12.8903965, 77.6273899",12.940414,77.6244755,12.8903965,77.6273899,5.54
Zolo Pune Warehouse_New,Zolo Country Park,"I-003 Kanakia Country Park,Dattapada Road Western Express Highway, Borivali East Mumbai- 400101",Mumbai,Maharashtra,"19.2204954, 72.8639596","18.6124747, 73.71542149999999",19.2204954,72.8639596,18.6124747,73.7154215,112.14
Zolo Chennai Warehouse_2,Zolo Wonderland,"TVS Emerald Green Acres, Kolapakkam, Vandalur, Chennai",Chennai,Tamil Nadu,"12.875365, 80.107494","13.0675449, 80.1491821",12.875365,80.107494,13.0675449,80.1491821,21.74
Zolo Faridabad Warehouse,Zolo Bellevue,"321, Main IGNOU ROAD, Neb Sarai, Delhi - 110068",Delhi,Delhi,"28.5054912, 77.1989432","28.4586177, 77.3070471",28.5054912,77.1989432,28.4586177,77.3070471,11.79
Zolo BLR_Singasandra WH,Zolo Branka,"No. 14,3rd A-cross,Muni Reddy layout,Bellandur Village,Bangalore - 560103",Bangalore,Karnataka,"12.9528951, 77.7033295","12.8903965, 77.6273899",12.9528951,77.7033295,12.8903965,77.6273899,10.76
Zolo Hyderabad Warehouse,Zolo Ripple,"plot no.81, behind Q City, TNGO's colony, Financial District, Hyderabad, Telangana - 500032",Hyderabad,Telangana,"17.426808, 78.331811","17.51029, 78.385559",17.426808,78.331811,17.51029,78.385559,10.86
Zolo Chennai Warehouse_2,Zolo Skyline,"Ramaniyam Pushkar,Sholinganallur Main Rd,Sholinganallur,Tamil Nadu,Chennai - 600097",Chennai,Tamil Nadu,"12.9005862, 80.2347453","13.0675449, 80.1491821",12.9005862,80.2347453,13.0675449,80.1491821,20.67
Zolo Faridabad Warehouse,Zolo Fairyland,"A-637, A Block, Pocket A, Sector 19, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.5767599, 77.32310939999999","28.4586177, 77.3070471",28.5767599,77.3231094,28.4586177,77.3070471,13.19
Zolo Pune Warehouse_New,Zolo Showrunner,"Sr. No-139, Rahul Residency, Sakhare vasti road, phase 1Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057-Pune",Pune,Maharashtra,"18.5878059, 73.74104","18.6124747, 73.71542149999999",18.5878059,73.74104,18.6124747,73.7154215,3.84
Zolo Faridabad Warehouse,Zolo Fantacy,"A-682, Naveen Nagar, Pocket A, Sector 19, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.576556, 77.32453699999999","28.4586177, 77.3070471",28.576556,77.324537,28.4586177,77.3070471,13.18
Zolo Faridabad Warehouse,Zolo Vital,"D-76 ,D Block, Pocket D, Sector 27 Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.5757748, 77.3284603","28.4586177, 77.3070471",28.5757748,77.3284603,28.4586177,77.3070471,13.15
Zolo Chennai Warehouse_2,Zolo Brezza,"4/207,Sakthimoorthiamman Nagar,Palavakkam,Tamil Nadu,Chennai - 600041",Chennai,Tamil Nadu,"12.9568317, 80.25711360000001","13.0675449, 80.1491821",12.9568317,80.2571136,13.0675449,80.1491821,16.94
Zolo Faridabad Warehouse,Zolo County,"Khasra No. 564 Village Khora Pargana Loni,Tehsil And Zila Ghaziabad Uttar Pradesh,Noida - 201307",Noida,Uttar Pradesh,"28.7575012, 77.2790359","28.4586177, 77.3070471",28.7575012,77.2790359,28.4586177,77.3070471,33.24
Zolo Faridabad Warehouse,Zolo Kokoon,"D-171, D Block, Pocket D, Sector 27, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.576478, 77.327328","28.4586177, 77.3070471",28.576478,77.327328,28.4586177,77.3070471,13.21
Zolo Faridabad Warehouse,Zolo Pod,"D 132, Sector27, Noida Uttar pradesh 201301",Noida,Uttar Pradesh,"28.5750829, 77.328135","28.4586177, 77.3070471",28.5750829,77.328135,28.4586177,77.3070471,13.07
Zolo Faridabad Warehouse,Zolo Pamper,"D-168, D Block, Pocket D, Sector 27, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.5763313, 77.3271283","28.4586177, 77.3070471",28.5763313,77.3271283,28.4586177,77.3070471,13.19
Zolo Faridabad Warehouse,Zolo Fair,"D-95, D Block, Pocket D, Sector 27, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.5761057, 77.3274538","28.4586177, 77.3070471",28.5761057,77.3274538,28.4586177,77.3070471,13.17
Zolo Faridabad Warehouse,Zolo Pear,"D-52, D Block, Sector 27, Noida, UP 201301",Noida,Uttar Pradesh,"28.5756599, 77.3287856","28.4586177, 77.3070471",28.5756599,77.3287856,28.4586177,77.3070471,13.14
Zolo Chennai Warehouse_2,Zolo Virgo Homes,"Tranquil Avenue, Off MMRD Road,, Ganapathy Nagar, Kovilambakkam, Chennai, Tamil Nadu 600129",Chennai,Tamil Nadu,"12.9470269, 80.1885527","13.0675449, 80.1491821",12.9470269,80.1885527,13.0675449,80.1491821,14.0
Zolo Pune Warehouse_New,Zolo Premier,"Flat number 501 HDIL premier Exotica,Building 4A,Premier Exotica Compound,Kirol village,opposite Don Bosco Engineering College,Kurla (West),Mumbai - 400070",Mumbai,Maharashtra,"19.0804854, 72.8889611","18.6124747, 73.71542149999999",19.0804854,72.8889611,18.6124747,73.7154215,101.34
Zolo Chennai Warehouse_2,Zolo Grand Marena,"Plot No. 7 & 8, Jothi Nagar Main Road, Defence Colony, Ekkatuthangal, Visalakshi Nagar, Jyothi Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",Chennai,Tamil Nadu,"13.0167238, 80.2032174","13.0675449, 80.1491821",13.0167238,80.2032174,13.0675449,80.1491821,8.12
Zolo Pune Warehouse_New,7 Hills for Men,"7th Hills PG ,Beside Devi Indrayani SocietyM I D C Technology Park, Talwade, Pimpri-Chinchwad, Maharashtra 411062-Pune",Pune,Maharashtra,"18.706333, 73.7854761","18.6124747, 73.71542149999999",18.706333,73.7854761,18.6124747,73.7154215,12.75
Zolo Pune Warehouse_New,7 Hills for Women,"7 Hills PG ,Beside Devi Indrayani Society, MIDC Technology Park, Talwade, Pimpri-Chinchwad, Maharashtra 411062-Pune",Pune,Maharashtra,"18.7063119, 73.78544099999999","18.6124747, 73.71542149999999",18.7063119,73.785441,18.6124747,73.7154215,12.75
Zolo Hyderabad Warehouse,Zolo Midway,"Plot No.1427,Survey No.78,Gokul Plots,Near 9th phase KPHB,Venkataramana colony,Hafeezpet,Serilingampally Mandal,Ranga Reddy ,Telangana,Hyderabad - 500085",Hyderabad,Telangana,"17.4866933, 78.380045","17.51029, 78.385559",17.4866933,78.380045,17.51029,78.385559,2.68
Zolo Chennai Warehouse_2,Zolo Velaris,"38, 1st St , Balamurugan Nagar, Velachery ,Chennai, Tamil Nadu 600042",Chennai,Tamil Nadu,"12.9747588, 80.2247987","13.0675449, 80.1491821",12.9747588,80.2247987,13.0675449,80.1491821,13.14
Zolo BLR_Singasandra WH,Zolo Rembrandt,"D'Silva Layout, Prithvi Layout, Whitefield, Bengaluru, Karnataka 560066-Bangalore",Bangalore,Karnataka,"12.9783163, 77.7496786","12.8903965, 77.6273899",12.9783163,77.7496786,12.8903965,77.6273899,16.45
Zolo BLR_Singasandra WH,Zolo Dorian,"Bearing Survey No. 73, Doddannekundi Village, KR Puram, Hobli,Hoodi, Bengaluru, 560048",Bangalore,Karnataka,"12.9895552, 77.71265710000002","12.8903965, 77.6273899",12.9895552,77.7126571,12.8903965,77.6273899,14.35
Zolo Pune Warehouse_New,Zolo Havelock,"Mataji Nivas,Building No. 1,Plot No. 8/15,Anand Colony,Lane No. 11,Pune - 411052",Pune,Maharashtra,"18.4790653, 73.806984","18.6124747, 73.71542149999999",18.4790653,73.806984,18.6124747,73.7154215,17.65
Zolo BLR_Singasandra WH,Zolo Enterprise,"108,SV Comforts,44th cross,19th main road,5th block hbr layout,Nagawara,Karnataka,Bangalore - 560043",Bangalore,Karnataka,"13.037535, 77.6304886","12.8903965, 77.6273899",13.037535,77.6304886,12.8903965,77.6273899,16.28
Zolo Faridabad Warehouse,Zolo Amigos,"11/78A ,satya niketan,Near sharma automobiles,New ,Delhi - 110021",Delhi,Delhi,"28.5869603, 77.1703809","28.4586177, 77.3070471",28.5869603,77.1703809,28.4586177,77.3070471,19.53
Zolo BLR_Singasandra WH,Zolo Sentient,"2nd Cross Rd,Hudi,Hoodi,Karnataka ,Bangalore - 560048",Bangalore,Karnataka,"12.9944187, 77.6979156","12.8903965, 77.6273899",12.9944187,77.6979156,12.8903965,77.6273899,13.82
Zolo Faridabad Warehouse,Zolo Youth,"11/78B,satya niketan,near sharma automobiles,New ,Delhi - 110021",Delhi,Delhi,"28.5869804, 77.17019730000001","28.4586177, 77.3070471",28.5869804,77.1701973,28.4586177,77.3070471,19.54
Zolo Faridabad Warehouse,Zolo Calf,"D-89, D Block, Pocket D, Sector 27, Noida, Uttar Pradesh 201301",Noida,Uttar Pradesh,"28.575334, 77.328818","28.4586177, 77.3070471",28.575334,77.328818,28.4586177,77.3070471,13.11
Zolo Faridabad Warehouse,Zolo Sparsh,"M 35,Sector 66,U.P,Noida - 201301",Noida,Uttar Pradesh,"28.6055049, 77.3769437","28.4586177, 77.3070471",28.6055049,77.3769437,28.4586177,77.3070471,17.66
Zolo Pune Warehouse_New,Zolo Garnet,"Datta Digambar Colony Rd,Warje Jakat Naka,Ingle Nagar,Warje,Maharashtra,Pune - 411052",Pune,Maharashtra,"18.4814197, 73.8110074","18.6124747, 73.71542149999999",18.4814197,73.8110074,18.6124747,73.7154215,17.67
Zolo BLR_Singasandra WH,Zolo Hamilton,"15th Cross Rd,Silver Springs Layout,Munnekollal,Karnataka,Bangalore - 560066",Bangalore,Karnataka,"12.9504262, 77.7161913","12.8903965, 77.6273899",12.9504262,77.7161913,12.8903965,77.6273899,11.7
Zolo Pune Warehouse_New,Zolo Corisco,"â€œDnyanai Niwasâ€,survey nos. 24/2/2,near Nandgude School,Next to Shree Chhatrapati Urban Cooperative Bank,Pimplenilakh,Vishalnagar,Pune - 411027",Pune,Maharashtra,#ERROR!,"18.6124747, 73.71542149999999",18.6124747,73.7154215,18.6124747,73.7154215,0.0
Zolo Pune Warehouse_New,Zolo Sigma,"Sr.No. 140/2/2,Sakhare Vasti,Hinjewadi,Maharashtra,Pune - 411057",Pune,Maharashtra,"18.5877627, 73.7403659","18.6124747, 73.71542149999999",18.5877627,73.7403659,18.6124747,73.7154215,3.8
Zolo Faridabad Warehouse,Zolo Jersey,"J 18,Sector 58,Uttar Pradesh,Noida - 201301",Noida,Uttar Pradesh,"28.6067499, 77.3596359","28.4586177, 77.3070471",28.6067499,77.3596359,28.4586177,77.3070471,17.21
